exp_name,method,dataset,order,seed,backbone,best_lr,tasks,final_epoch_train_loss,training_runtime_s,training_gpu_ms,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,model_buffer_bytes,optimizer_state_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc
texture-all,tagfex,texture,3,55,resnet18_cifar,0.05,10,0.01427044291049242,247.5710796000203,249707.796875,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.42434087093473255,10091.52880859375,1.0,1.0,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.47619047619047616,1.0,1.0
texture-all,tagfex,texture,3,56,resnet18_cifar,0.05,10,0.02953319262402753,244.077325322025,246196.5,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.4241917208370675,10091.52880859375,0.6557377049180327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0
texture-all,cwr_star,texture,1,52,resnet18_cifar,0.1,10,0.06256453460082412,447.0658120440203,452218.625,1150091356495.2095,13709087807426650,13709087807426650,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.9070581959046345,10092.31494140625,1.0,0.68,0.0,1.0,1.0,1.0,0.6111111111111112,1.0,1.0,1.0
texture-all,cwr_star,texture,1,53,resnet18_cifar,0.1,10,0.019389666275431712,445.94095434993505,450837.5625,1150091356495.2095,13709087807426650,13709087807426650,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8868311959910594,10092.31494140625,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.5555555555555556,1.0,0.058823529411764705,1.0
texture-all,cwr_star,texture,1,54,resnet18_cifar,0.1,10,0.009339644480496645,447.42900689601083,451924.9375,1150091356495.2095,13709087807426650,13709087807426650,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.9413562708990261,10092.31494140625,0.4696969696969697,0.0,0.5294117647058824,0.0,1.0,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0
texture-all,cwr_star,texture,1,55,resnet18_cifar,0.1,10,0.07758180315916736,448.8412916480447,452994.65625,1150091356495.2095,13709087807426650,13709087807426650,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.868017829513216,10092.31494140625,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.9444444444444444,1.0,1.0,0.30434782608695654
texture-all,cwr_star,texture,1,56,resnet18_cifar,0.1,10,0.061017777863889934,444.08069171599345,448430.5,1150091356495.2095,13709087807426650,13709087807426650,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8340026665488646,10092.31494140625,0.9696969696969697,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0
texture-all,cwr_star,texture,2,52,resnet18_cifar,0.1,10,0.009486429866713782,456.0027626839292,460555.5,1150091422652.1619,13796495243387090,13796495243387090,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.9531251206984356,10091.87109375,0.8518518518518519,1.0,1.0,1.0,1.0,1.0,1.0,0.23529411764705882,0.8095238095238095,1.0
texture-all,cwr_star,texture,2,53,resnet18_cifar,0.1,10,0.03628235682845116,454.0468390150054,458480.125,1150091422652.1619,13796495243387090,13796495243387090,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8913179543014849,10091.87109375,0.9629629629629629,1.0,0.0,0.2727272727272727,1.0,1.0,1.0,0.29411764705882354,1.0,0.5555555555555556
texture-all,cwr_star,texture,2,54,resnet18_cifar,0.1,10,0.008359025651589035,457.04955132407486,461305.40625,1150091422652.1619,13796495243387090,13796495243387090,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8579560498522673,10091.87109375,0.8888888888888888,0.68,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.8571428571428571,1.0
texture-all,cwr_star,texture,2,55,resnet18_cifar,0.1,10,0.056168582290410995,452.0387726080371,456504.3125,1150091422652.1619,13796495243387090,13796495243387090,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8858843040798092,10091.87109375,0.9814814814814815,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2857142857142857,1.0
texture-all,cwr_star,texture,2,56,resnet18_cifar,0.1,10,0.035976620173702636,455.6148774069443,460398.1875,1150091422652.1619,13796495243387090,13796495243387090,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.49736037508409936,10091.87109375,0.9629629629629629,0.44,0.8947368421052632,1.0,1.0,1.0,0.9130434782608695,0.0,0.7619047619047619,0.6111111111111112
texture-all,cwr_star,texture,3,52,resnet18_cifar,0.1,10,0.02662655608728528,452.6912675399799,457333.71875,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8483697540214052,10093.08056640625,0.9508196721311475,1.0,0.058823529411764705,0.14285714285714285,0.5555555555555556,0.7222222222222222,1.0,0.42857142857142855,0.32,0.17647058823529413
texture-all,cwr_star,texture,3,53,resnet18_cifar,0.1,10,0.024035604887952408,455.8579563869862,460840.125,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.9577216957647275,10093.08056640625,0.4426229508196721,1.0,0.0,0.2857142857142857,0.16666666666666666,1.0,1.0,1.0,0.2,0.9411764705882353
texture-all,cwr_star,texture,3,54,resnet18_cifar,0.1,10,0.05862038042396307,452.5226400180254,456839.21875,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8832512959391655,10093.08056640625,0.9836065573770492,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
texture-all,cwr_star,texture,3,55,resnet18_cifar,0.1,10,0.15182806036124627,458.5954669149651,463237.96875,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.982123775005069,10093.08056640625,0.6721311475409836,1.0,0.058823529411764705,0.5714285714285714,0.8333333333333334,0.3333333333333333,1.0,0.7619047619047619,0.56,0.0
texture-all,cwr_star,texture,3,56,resnet18_cifar,0.1,10,0.11633991729468107,464.71542521493393,469262.125,1150091306722.209,13837898138308210,13837898138308210,0,38301453324,44699952,38560,44699952,89438464,85.295166015625,0.8529586206956689,10093.08056640625,0.639344262295082,1.0,0.8823529411764706,0.5238095238095238,0.16666666666666666,1.0,0.8695652173913043,1.0,1.0,0.9411764705882353
