exp_name,method,dataset,order,seed,backbone,lr_candidates,loss_selection,best_lr,best_loss,total_search_flops,storage_bytes,tasks,selection_loss_eval_flops,average_incremental_accuracy,final_average_accuracy,average_forgetting,mean_final_accuracy_loss,backward_transfer,worst_forgotten_task,forgetting_mean,forgetting_median,forgetting_std,forgetting_min,forgetting_q25,forgetting_q75,forgetting_max,forgetting_positive_fraction,task_end_seen_accuracy_curve,forgetting_per_task,intransigence,intransigence_mean,final_hidden_neurons,training_runtime_s,training_gpu_ms,initial_task_s,incremental_tasks_total_s,mean_incremental_task_s,median_incremental_task_s,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,replay_sample_bytes,replay_label_bytes,auxiliary_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib
uwave-5method,fecam,uwave,1,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.8398239539058199,280486347271782,44691744,6,545127789848,0.8360797464228705,0.7120535714285714,0.0903401726543713,0.0903401726543713,-0.0903401726543713,1,0.0903401726543713,0.10999999999999999,0.06590740692787281,0.00909090909090915,0.017857142857142794,0.141732283464567,0.1730205278592376,1.0,"[0.9413489736070382,0.9102564102564102,0.8855633802816901,0.8102941176470588,0.7569620253164557,0.7120535714285714]","[0.1730205278592376,0.141732283464567,0.10999999999999999,0.017857142857142794,0.00909090909090915]","[0.017595307917888547,0.015748031496062964,0.19999999999999996,0.4642857142857143,0.19999999999999996,0.2735849056603774]",0.19520232656000722,512,36.98524168506265,36987.400634765625,36.04011066601379,0.9451310190488584,0.1890262038097717,0.19386187801137567,10029229937.463581,93495449090594,89504799168018,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.5517654486367454,478.95263671875
uwave-5method,fecam,uwave,2,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,1.814516290101634,286107738159462,44691744,6,526108783182,0.8268583099432173,0.7120535714285714,0.17121583673893212,0.17121583673893212,-0.17121583673893212,5,0.17121583673893212,0.16535433070866146,0.08202166142243746,0.05357142857142849,0.12101910828025475,0.22522522522522515,0.29090909090909084,1.0,"[0.9904458598726115,0.8826291079812206,0.833634719710669,0.7891566265060241,0.7532299741602068,0.7120535714285714]","[0.12101910828025475,0.05357142857142849,0.16535433070866146,0.22522522522522515,0.29090909090909084]","[0.006369426751592355,0.2410714285714286,0.31496062992125984,0.07207207207207211,0.30000000000000004,0.0901639344262295]",0.1707729152904304,512,38.173934753926005,38176.30407714844,37.240484781970736,0.9334499719552696,0.1866899943910539,0.18379384197760373,10029257927.697548,95369246053154,91378596130578,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.5060110747851598,478.95263671875
uwave-5method,fecam,uwave,2,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.8998004904600794,286107738159462,44691744,6,526108783182,0.7706052054165439,0.6450892857142857,0.06615726796728852,0.06615726796728852,-0.06615726796728852,1,0.06615726796728852,0.06306306306306297,0.03633614783175973,0.018181818181818188,0.0357142857142857,0.10236220472440946,0.11146496815286622,1.0,"[0.9904458598726115,0.8802816901408451,0.7522603978300181,0.7018072289156626,0.6537467700258398,0.6450892857142857]","[0.11146496815286622,0.0357142857142857,0.10236220472440946,0.06306306306306297,0.018181818181818188]","[0.006369426751592355,0.1071428571428572,0.6141732283464567,0.2432432432432433,0.4545454545454546,0.3278688524590164]",0.29222384374810345,512,38.14975984295597,38152.13691711426,37.21907515596831,0.9306846869876608,0.18613693739753218,0.17934716801391914,10029257927.697548,95369246053154,91378596130578,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.4693427375017822,478.95263671875
uwave-5method,fecam,uwave,2,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.936507899373838,286107738159462,44691744,6,526108783182,0.7224641202311676,0.5446428571428571,0.05362254346330779,0.05362254346330779,-0.05362254346330779,2,0.05362254346330779,0.07006369426751591,0.03191183568548847,0.0,0.03603603603603606,0.07272727272727272,0.0892857142857143,0.8,"[0.9808917197452229,0.8708920187793427,0.72875226039783,0.6475903614457831,0.562015503875969,0.5446428571428571]","[0.07006369426751591,0.0892857142857143,0.0,0.03603603603603606,0.07272727272727272]","[0.006369426751592355,0.375,0.7165354330708662,0.6666666666666666,0.8727272727272728,0.38524590163934425]",0.5037574501426237,512,38.0980230870191,38100.35380554199,37.140152286039665,0.9578708009794354,0.19157416019588708,0.19336797698633745,10029257927.697548,95369246053154,91378596130578,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,2.007033867357677,478.95263671875
uwave-5method,fecam,uwave,2,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,1.893078871668067,286107738159462,44691744,6,526108783182,0.8218398511658139,0.7332589285714286,0.1124940737847604,0.1124940737847604,-0.1124940737847604,1,0.1124940737847604,0.12612612612612617,0.06629416701794492,0.0,0.0892857142857143,0.14960629921259844,0.197452229299363,0.8,"[0.9968152866242038,0.8873239436619719,0.8209764918625678,0.766566265060241,0.7260981912144703,0.7332589285714286]","[0.197452229299363,0.0892857142857143,0.14960629921259844,0.12612612612612617,0.0]","[0.0031847133757961776,0.1339285714285714,0.3385826771653543,0.12612612612612606,0.31818181818181823,0.10655737704918034]",0.1710935472211411,512,38.0431649920647,38045.45556640625,37.106062727980316,0.9371022640843876,0.18742045281687753,0.17999483202584088,10029257927.697548,95369246053154,91378596130578,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.2107421674565038,478.95263671875
uwave-5method,fecam,uwave,2,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.8237365792490525,286107738159462,44691744,6,526108783182,0.6999375373174326,0.5323660714285714,0.11174414217370235,0.11174414217370235,-0.11174414217370235,2,0.11174414217370235,0.07874015748031496,0.10619087249674944,0.009009009009009028,0.027272727272727282,0.14012738853503182,0.30357142857142855,1.0,"[0.9585987261146497,0.8333333333333334,0.6889692585895117,0.6385542168674698,0.5478036175710594,0.5323660714285714]","[0.14012738853503182,0.30357142857142855,0.07874015748031496,0.009009009009009028,0.027272727272727282]","[0.035031847133757954,0.4285714285714286,0.7559055118110236,0.33333333333333337,0.7818181818181819,0.2622950819672131]",0.4328258974391564,512,38.098378794966266,38100.80467224121,37.15529896796215,0.9430798270041123,0.18861596540082246,0.18515759601723403,10029257927.697548,95369246053154,91378596130578,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,2.1135960278765458,478.95263671875
uwave-5method,fecam,uwave,3,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.796383529557367,284101534747662,44691744,6,521634410918,0.7858135578500388,0.6964285714285714,0.08067631917631915,0.08067631917631915,-0.08067631917631915,1,0.08067631917631915,0.072072072072072,0.05800310968425857,0.0,0.044642857142857095,0.12,0.16666666666666663,0.8,"[0.9506172839506173,0.8413793103448276,0.7588785046728972,0.7341576506955177,0.7334200260078023,0.6964285714285714]","[0.16666666666666663,0.072072072072072,0.12,0.044642857142857095,0.0]","[0.04012345679012341,0.19819819819819828,0.35,0.2142857142857143,0.15573770491803274,0.39370078740157477]",0.22534097693227392,512,38.481056941032875,38483.43374633789,37.558792420022655,0.92226452101022,0.18445290420204402,0.1776892989873886,10029265719.6166,94700511582554,90709861659978,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.6260619542793262,478.95263671875
uwave-5method,fecam,uwave,3,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,2.0115376708138624,284101534747662,44691744,6,521634410918,0.9000383948775248,0.8549107142857143,0.0176282949616283,0.0176282949616283,-0.0176282949616283,1,0.0176282949616283,0.018018018018018056,0.016004729562324238,0.0,0.0,0.030000000000000027,0.04012345679012341,0.6,"[1.0,0.8942528735632184,0.897196261682243,0.874806800618238,0.8790637191157347,0.8549107142857143]","[0.04012345679012341,0.018018018018018056,0.030000000000000027,0.0,0.0]","[-0.0030864197530864335,0.3423423423423423,0.020000000000000018,0.2142857142857143,0.0,0.19685039370078738]",0.12839867176262626,512,38.50465231097769,38506.984619140625,37.582552018982824,0.922100291994866,0.18442005839897319,0.18340315099339932,10029265719.6166,94700511582554,90709861659978,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.4828847632608293,478.95263671875
uwave-5method,fecam,uwave,3,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.7101793355259003,284101534747662,44691744,6,521634410918,0.7259438280882411,0.6127232142857143,0.07823409201551279,0.07823409201551279,-0.07823409201551279,2,0.07823409201551279,0.08000000000000007,0.05557461834164074,0.0,0.040983606557376984,0.10802469135802473,0.16216216216216217,0.8,"[0.9259259259259259,0.7655172413793103,0.7476635514018691,0.6692426584234931,0.6345903771131339,0.6127232142857143]","[0.10802469135802473,0.16216216216216217,0.08000000000000007,0.0,0.040983606557376984]","[0.0679012345679012,0.5135135135135136,0.18999999999999995,0.6607142857142857,0.4180327868852459,0.2362204724409449]",0.3477303821869819,512,38.342916060006246,38345.31408691406,37.41931270301575,0.9236033569904976,0.1847206713980995,0.17888634599512443,10029265719.6166,94700511582554,90709861659978,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.8633364786962505,478.95263671875
uwave-5method,fecam,uwave,3,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.8015618445416246,284101534747662,44691744,6,521634410918,0.801500404877117,0.6685267857142857,0.07795033128366465,0.07795033128366465,-0.07795033128366465,3,0.07795033128366465,0.0990990990990992,0.05334212548746289,0.0,0.0357142857142857,0.1049382716049383,0.15000000000000002,0.8,"[0.9814814814814815,0.8436781609195402,0.8186915887850468,0.7697063369397218,0.7269180754226268,0.6685267857142857]","[0.1049382716049383,0.0990990990990992,0.15000000000000002,0.0357142857142857,0.0]","[0.015432098765432056,0.2792792792792792,0.20999999999999996,0.375,0.3770491803278688,0.5118110236220472]",0.29476193033243786,512,38.65797159803333,38660.34413146973,37.71810918999836,0.9398624080349691,0.1879724816069938,0.1858315669815056,10029265719.6166,94700511582554,90709861659978,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.6797068236493422,478.95263671875
uwave-5method,fecam,uwave,3,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,1.7734604058034424,284101534747662,44691744,6,521634410918,0.8730253899416116,0.8203125,0.032240907574240904,0.032240907574240904,-0.032240907574240904,2,0.032240907574240904,0.040000000000000036,0.030287465684708664,0.0,0.0,0.04012345679012341,0.08108108108108109,0.6,"[0.9876543209876543,0.8574712643678161,0.8616822429906542,0.8670788253477589,0.8439531859557867,0.8203125]","[0.04012345679012341,0.08108108108108109,0.040000000000000036,0.0,0.0]","[0.0092592592592593,0.4864864864864865,0.08999999999999997,0.017857142857142905,0.180327868852459,0.2913385826771654]",0.1792115566887522,512,38.29809346905677,38300.583892822266,37.353615430998616,0.9444780380581506,0.1888956076116301,0.18163586902664974,10029265719.6166,94700511582554,90709861659978,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.453386647296741,478.95263671875
uwave-5method,cwr_star,uwave,1,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0,418444041480450,44691744,6,0,0.6512072748800509,0.37723214285714285,0.3410917585081924,0.3410917585081924,-0.3410917585081924,1,0.3410917585081924,0.36000000000000004,0.23502730246279707,0.018181818181818188,0.1517857142857143,0.5039370078740157,0.6715542521994136,1.0,"[0.9882697947214076,0.8012820512820513,0.727112676056338,0.586764705882353,0.42658227848101266,0.37723214285714285]","[0.6715542521994136,0.5039370078740157,0.36000000000000004,0.1517857142857143,0.018181818181818188]","[0.0058651026392961825,0.49606299212598426,0.6,0.3392857142857143,0.09090909090909094,0.2924528301886793]",0.3040959550247942,512,54.647624853940215,54650.58544921875,34.987150720960926,19.66047413297929,3.9320948265958577,4.082312966987956,8912521372.752834,139481347160150,139481347151958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.03787976792019825,478.95263671875
uwave-5method,cwr_star,uwave,1,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.0,418444041480450,44691744,6,0,0.6194458383624554,0.44308035714285715,0.008131755341432758,0.008131755341432758,-0.008131755341432758,3,0.008131755341432758,0.008928571428571428,0.00757218434757656,0.0,0.0,0.011730205278592365,0.02,0.6,"[0.9912023460410557,0.7222222222222222,0.5985915492957746,0.5058823529411764,0.45569620253164556,0.44308035714285715]","[0.011730205278592365,0.0,0.02,0.008928571428571428,0.0]","[0.0,1.0,0.98,0.9642857142857143,0.7727272727272727,0.6320754716981132]",0.72484807645185,512,55.39426659792662,55397.24609375,35.55946767196292,19.834798925963696,3.9669597851927394,4.130848311004229,8912521372.752834,139481347160150,139481347151958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.037550034513904915,478.95263671875
uwave-5method,cwr_star,uwave,1,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0,418444041480450,44691744,6,0,0.6324226838182624,0.4029017857142857,0.26623695608430176,0.26623695608430176,-0.26623695608430176,2,0.26623695608430176,0.04,0.36005185417595226,0.0,0.01785714285714285,0.32844574780058655,0.9448818897637795,0.8,"[0.9941348973607038,0.7564102564102564,0.6320422535211268,0.5558823529411765,0.4531645569620253,0.4029017857142857]","[0.32844574780058655,0.9448818897637795,0.04,0.01785714285714285,0.0]","[-0.0029325513196480912,0.0,0.95,0.8214285714285714,0.027272727272727337,0.9811320754716981]",0.4628168038088914,512,55.231891522940714,55234.756103515625,35.2011659470154,20.030725575925317,4.006145115185063,4.114856101979967,8912521372.752834,139481347160150,139481347151958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.03977682263212046,478.95263671875
uwave-5method,cwr_star,uwave,1,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.0,418444041480450,44691744,6,0,0.6779652185910047,0.49330357142857145,0.057254665197642086,0.057254665197642086,-0.057254665197642086,5,0.057254665197642086,0.055118110236220486,0.029256967733402094,0.02346041055718473,0.026785714285714284,0.09,0.09090909090909094,1.0,"[0.9941348973607038,0.8076923076923077,0.6778169014084507,0.5720588235294117,0.5227848101265823,0.49330357142857145]","[0.02346041055718473,0.055118110236220486,0.09,0.026785714285714284,0.09090909090909094]","[-0.0058651026392961825,0.6929133858267716,0.91,0.9464285714285714,0.5727272727272728,0.5849056603773585]",0.6168516312867797,512,69.60592678905232,69609.38037109375,44.64887312398059,24.957053665071726,4.991410733014345,5.087911943031941,8912521372.752834,139481347160150,139481347151958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.046407860541616434,478.95263671875
uwave-5method,cwr_star,uwave,1,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,418444041480450,44691744,6,0,0.5457084473566792,0.27455357142857145,0.7109359028068706,0.7109359028068706,-0.7109359028068706,2,0.7109359028068706,0.6920821114369502,0.16507773186614932,0.51,0.6071428571428571,0.7454545454545455,1.0,1.0,"[0.9765395894428153,0.6303418803418803,0.5580985915492958,0.5220588235294118,0.31265822784810127,0.27455357142857145]","[0.6920821114369502,1.0,0.51,0.6071428571428571,0.7454545454545455]","[-0.017595307917888547,-0.007874015748031482,0.45999999999999996,0.2767857142857143,-0.13636363636363635,-0.047169811320754707]",0.08796382382256719,512,72.38452808791772,72388.07861328125,46.16585805901559,26.218670028902125,5.243734005780425,5.4553566700196825,8912521372.752834,139481347160150,139481347151958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.04691433702776392,478.95263671875
uwave-5method,cwr_star,uwave,2,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,422194647460890,44691744,6,0,0.46953779786880223,0.2857142857142857,0.4793513983004429,0.4793513983004429,-0.4793513983004429,4,0.4793513983004429,0.625,0.35939070519523925,0.0,0.13636363636363635,0.6624203821656052,0.972972972972973,0.8,"[0.9968152866242038,0.460093896713615,0.36347197106690776,0.37650602409638556,0.33462532299741604,0.2857142857142857]","[0.6624203821656052,0.625,0.0,0.972972972972973,0.13636363636363635]","[-0.01273885350318471,0.0892857142857143,0.984251968503937,0.0,0.7636363636363637,-0.06557377049180324]",0.2931435704051712,512,75.19961557304487,75203.3701171875,48.193570839008316,27.00604473403655,5.40120894680731,5.157166175020393,8912548850.721422,140731549153630,140731549145438,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.06462153591460915,478.95263671875
uwave-5method,cwr_star,uwave,2,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,422194647460890,44691744,6,0,0.6252180368150151,0.40848214285714285,0.2851433762087506,0.2851433762087506,-0.2851433762087506,1,0.2851433762087506,0.31496062992125984,0.2327563662541856,0.018018018018018056,0.01818181818181818,0.5267857142857143,0.5477707006369427,1.0,"[0.9936305732484076,0.6948356807511737,0.6184448462929476,0.552710843373494,0.48320413436692505,0.40848214285714285]","[0.5477707006369427,0.5267857142857143,0.31496062992125984,0.018018018018018056,0.01818181818181818]","[0.0031847133757961776,0.1071428571428572,-0.03149606299212604,-0.06306306306306309,0.9181818181818182,0.8524590163934426]",0.29773487983978747,512,75.12372597702779,75127.5791015625,48.32857391401194,26.79515206301585,5.35903041260317,5.242757446016185,8912548850.721422,140731549153630,140731549145438,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.04904166631344457,478.95263671875
uwave-5method,cwr_star,uwave,2,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,422194647460890,44691744,6,0,0.49585777826310856,0.28683035714285715,0.6914730479031597,0.6914730479031597,-0.6914730479031597,4,0.6914730479031597,0.7038216560509554,0.1725019119630179,0.4363636363636364,0.6299212598425197,0.7142857142857143,0.972972972972973,1.0,"[0.9872611464968153,0.4671361502347418,0.4593128390596745,0.4322289156626506,0.3423772609819121,0.28683035714285715]","[0.7038216560509554,0.7142857142857143,0.6299212598425197,0.972972972972973,0.4363636363636364]","[0.0,0.008928571428571397,0.31496062992125984,0.009009009009008917,0.4545454545454546,-0.016393442622950838]",0.12850837038022397,512,77.51124641299248,77514.9755859375,50.50595593795879,27.00529047503369,5.4010580950067375,5.221378286019899,8912548850.721422,140731549153630,140731549145438,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.051360574876265934,478.95263671875
uwave-5method,cwr_star,uwave,2,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0,422194647460890,44691744,6,0,0.5688017870033343,0.3950892857142857,0.5268583196533445,0.5268583196533445,-0.5268583196533445,2,0.5268583196533445,0.5748031496062992,0.28522564311827975,0.0636363636363636,0.4144144144144144,0.6528662420382165,0.9285714285714286,1.0,"[0.9968152866242038,0.7230046948356808,0.47377938517179025,0.4442771084337349,0.3798449612403101,0.3950892857142857]","[0.6528662420382165,0.9285714285714286,0.5748031496062992,0.4144144144144144,0.0636363636363636]","[0.0031847133757961776,0.0714285714285714,0.1417322834645669,0.018018018018017945,0.5181818181818183,0.06557377049180324]",0.13635319582676234,512,78.69316436204826,78696.96044921875,51.21642430900829,27.476740053039975,5.495348010607995,5.344350308994763,8912548850.721422,140731549153630,140731549145438,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.05573545078212711,478.95263671875
uwave-5method,cwr_star,uwave,2,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,422194647460890,44691744,6,0,0.5725740737420553,0.41517857142857145,0.3891057611346994,0.3891057611346994,-0.3891057611346994,2,0.3891057611346994,0.2755905511811023,0.30966020032028774,0.02727272727272727,0.14414414414414423,0.6592356687898089,0.8392857142857143,1.0,"[0.9936305732484076,0.6830985915492958,0.4918625678119349,0.4563253012048193,0.3953488372093023,0.41517857142857145]","[0.6592356687898089,0.8392857142857143,0.2755905511811023,0.14414414414414423,0.02727272727272727]","[0.0,0.1517857142857143,0.07086614173228356,0.0,0.9454545454545455,0.180327868852459]",0.22473904505416709,512,80.61749064299511,80621.345703125,51.55450563604245,29.06298500695266,5.8125970013905315,5.560508965980262,8912548850.721422,140731549153630,140731549145438,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.05251989620904039,478.95263671875
uwave-5method,cwr_star,uwave,3,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,420856572351450,44691744,6,0,0.4457025876909366,0.33370535714285715,0.6541774502840075,0.6541774502840075,-0.6541774502840075,3,0.6541774502840075,0.7962962962962963,0.33294703251252883,0.07377049180327866,0.5089285714285714,0.8918918918918919,1.0,1.0,"[0.9969135802469136,0.38850574712643676,0.31962616822429907,0.3415765069551777,0.293888166449935,0.33370535714285715]","[0.7962962962962963,0.8918918918918919,1.0,0.5089285714285714,0.07377049180327866]","[-0.006172839506172867,0.027027027027027084,0.0,0.4910714285714286,-0.008196721311475419,-0.08661417322834641]",0.0695191202587435,512,80.31392362399492,80317.72900390625,51.23702195700025,29.076901666994672,5.8153803333989345,5.567480029014405,8912556782.33707,140285524117150,140285524108958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.05424352126023483,478.95263671875
uwave-5method,cwr_star,uwave,3,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,420856572351450,44691744,6,0,0.6650182468599203,0.47544642857142855,0.44355518867813953,0.44355518867813953,-0.44355518867813953,2,0.44355518867813953,0.4907407407407407,0.3808420663179279,0.008196721311475419,0.008928571428571397,0.8,0.9099099099099099,1.0,"[0.9969135802469136,0.7172413793103448,0.685981308411215,0.5579598145285936,0.5565669700910273,0.47544642857142855]","[0.4907407407407407,0.9099099099099099,0.8,0.008928571428571397,0.008196721311475419]","[0.0,0.027027027027026973,0.18999999999999995,0.0,0.3770491803278688,0.30708661417322836]",0.15019380358802067,512,79.32021977606928,79323.91650390625,50.55769103503553,28.762528741033748,5.752505748206749,5.610198742011562,8912556782.33707,140285524117150,140285524108958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.05121171313606153,478.95263671875
uwave-5method,cwr_star,uwave,3,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,420856572351450,44691744,6,0,0.5161176267068944,0.390625,0.641024406529871,0.641024406529871,-0.641024406529871,3,0.641024406529871,0.7067901234567902,0.3066274629723833,0.2589285714285714,0.3114754098360656,0.9279279279279279,1.0,1.0,"[1.0,0.47126436781609193,0.3925233644859813,0.41576506955177744,0.4265279583875163,0.390625]","[0.7067901234567902,0.9279279279279279,1.0,0.2589285714285714,0.3114754098360656]","[-0.006172839506172867,-0.06306306306306297,-0.020000000000000018,0.0982142857142857,0.07377049180327866,0.07874015748031493]",0.02691483873810724,512,79.83237798896153,79836.1669921875,51.37827881600242,28.454099172959104,5.690819834591821,5.462154682958499,8912556782.33707,140285524117150,140285524108958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.05363580242244227,478.95263671875
uwave-5method,cwr_star,uwave,3,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.0,420856572351450,44691744,6,0,0.5522503870955379,0.31473214285714285,0.6910614556789421,0.6910614556789421,-0.6910614556789421,3,0.6910614556789421,0.8395061728395061,0.3052712791893124,0.19672131147540983,0.4821428571428571,0.9369369369369369,1.0,1.0,"[1.0,0.7333333333333333,0.5364485981308411,0.40649149922720246,0.32249674902470743,0.31473214285714285]","[0.8395061728395061,0.9369369369369369,1.0,0.4821428571428571,0.19672131147540983]","[-0.0030864197530864335,-0.05405405405405406,-0.010000000000000009,0.2410714285714286,0.032786885245901565,0.11023622047244097]",0.05282567674710511,512,80.97124485101085,80975.12646484375,51.68211379798595,29.289131053024903,5.857826210604981,5.570077826967463,8912556782.33707,140285524117150,140285524108958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.052995192098543545,478.95263671875
uwave-5method,cwr_star,uwave,3,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0,420856572351450,44691744,6,0,0.5255251327150893,0.42745535714285715,0.6293510422991297,0.6293510422991297,-0.6293510422991297,2,0.6293510422991297,0.6882716049382716,0.35966374183555094,0.040983606557376984,0.4375,0.98,1.0,1.0,"[0.9814814814814815,0.49885057471264366,0.4523364485981308,0.40030911901081917,0.39271781534460337,0.42745535714285715]","[0.6882716049382716,1.0,0.98,0.4375,0.040983606557376984]","[0.015432098765432056,-0.027027027027026973,0.020000000000000018,0.0,0.008196721311475419,0.11023622047244097]",0.021139668920386916,512,80.55886070698034,80562.736328125,51.42972604400711,29.12913466297323,5.825826932594646,5.591305586043745,8912556782.33707,140285524117150,140285524108958,8192,1113554952,44691744,0,0,44746768,89438512,85.29521179199219,0.05273233695593912,478.95263671875
